V real;V medido;angulo
6.604;7.639;4.162190614
6.604;7.651;4.412559265
6.604;7.653;4.394939839
6.604;7.665;4.164463495
6.604;7.671;4.178865353
6.604;7.687;4.394939839
6.604;7.695;4.394939839
6.604;7.698;3.933852065
6.604;7.709;4.394939839
6.604;7.718;4.412559265
6.604;7.725;4.390076943
6.604;7.729;4.392542129
6.604;7.74;4.195672678
6.604;7.749;3.965544466
6.604;7.758;4.392542129
6.604;7.765;4.392542129
6.604;7.768;4.390076943
6.604;7.78;4.37976121
6.604;7.791;4.407637714
6.604;7.803;4.407637714
6.604;7.812;4.162190614
6.604;7.819;4.178865353
6.604;7.83;4.392542129
6.604;7.84;4.392542129
6.604;7.846;4.394939839
6.604;7.854;4.410132618
6.604;7.843;4.377459023
6.604;7.858;3.949635374
6.604;7.854;4.392542129
6.604;7.85;4.162190614
6.604;7.854;4.394939839
6.604;7.854;4.412559265
6.604;7.85;4.178865353
6.604;7.844;4.410132618
6.604;7.848;4.162190614
6.604;7.848;4.162190614
6.604;7.844;4.390076943
6.604;7.85;4.178865353
6.604;7.847;4.164463495
6.604;7.85;4.412559265
6.604;7.851;4.397269732
6.604;7.851;4.178865353
6.604;7.85;4.164463495
6.604;7.854;4.394939839
6.604;7.844;4.412559265
6.604;7.851;4.414917308
6.604;7.85;4.394939839
6.604;7.839;3.949635374
6.604;7.846;4.394939839
6.604;7.848;4.162190614
6.604;7.846;4.606884523
6.604;7.852;4.394939839
6.604;7.854;4.392542129
6.604;7.846;4.410132618
6.604;7.848;4.178865353
6.604;7.851;4.394939839
6.604;7.846;4.410132618
6.604;7.844;4.162190614
6.604;7.846;4.430318938
6.604;7.852;4.394939839
6.604;7.848;4.162190614
6.604;7.854;4.390076943
6.604;7.851;4.162190614
6.604;7.848;4.412559265
6.604;7.85;4.164463495
6.604;7.844;4.178865353
6.604;7.85;3.949635374
6.604;7.855;4.394939839
6.604;7.846;4.410132618
6.604;7.854;4.183400968
6.604;7.851;4.394939839
6.604;7.855;4.183400968
6.604;7.852;4.394939839
6.604;7.852;4.145646916
6.604;7.852;4.412559265
6.604;7.854;4.377459023
6.604;7.848;4.412559265
6.604;7.85;3.933852065
6.604;7.847;4.410132618
6.604;7.847;4.392542129
6.604;7.855;3.949635374
6.604;7.848;4.394939839
6.604;7.847;4.394939839
6.604;7.851;4.162190614
6.604;7.844;4.162190614
6.604;7.85;4.412559265
6.604;7.85;4.200263301
6.604;7.844;4.178865353
6.604;7.847;4.162190614
6.604;7.851;4.394939839
6.604;7.848;4.407637714
6.604;7.85;4.394939839
6.604;7.844;4.407637714
6.604;7.847;4.412559265
6.604;7.843;4.390076943
6.604;7.844;4.414917308
6.604;7.844;3.933852065
6.604;7.841;4.410132618
6.604;7.846;4.178865353
6.604;7.848;4.412559265
6.604;7.844;4.394939839
6.604;7.846;4.604392166
6.604;7.847;4.412559265
6.604;7.846;4.394939839
6.604;7.85;4.412559265
6.604;7.844;4.394939839
6.604;7.848;4.407637714
6.604;7.848;4.430318938
6.604;7.848;4.193279017
6.604;7.844;4.412559265
6.604;7.846;4.183400968
6.604;7.848;4.394939839
6.604;7.848;4.178865353
6.604;7.85;4.178865353
6.604;7.847;4.162190614
6.604;7.852;4.410132618
6.604;7.852;4.412559265
6.604;7.855;4.145646916
6.604;7.847;4.394939839
6.604;7.852;4.392542129
6.604;7.854;4.392542129
6.604;7.852;4.397269732
6.604;7.851;4.394939839
6.604;7.851;4.410132618
6.604;7.854;4.407637714
6.604;7.847;4.394939839
6.604;7.857;4.410132618
6.604;7.851;4.392542129
6.604;7.854;4.162190614
6.604;7.851;4.195672678
6.604;7.854;4.392542129
6.604;7.852;4.178865353
6.604;7.854;4.162190614
6.604;7.852;4.178865353
6.604;7.855;4.394939839
6.604;7.851;4.183400968
6.604;7.851;4.390076943
6.604;7.85;4.407637714
6.604;7.854;4.394939839
6.604;7.854;4.394939839
6.604;7.851;4.392542129
6.604;7.851;4.397269732
6.604;7.857;4.394939839
6.604;7.854;4.412559265
6.604;7.847;4.410132618
6.604;7.857;4.410132618
6.604;7.852;4.430318938
6.604;7.852;4.394939839
6.604;7.847;4.394939839
6.604;7.855;4.394939839
6.604;7.857;4.643808721
6.604;7.855;4.394939839
6.604;7.851;4.392542129
6.604;7.851;4.394939839
6.604;7.847;4.412559265
6.604;7.85;4.410132618
6.604;7.844;4.162190614
6.604;7.847;4.392542129
6.604;7.848;4.394939839
6.604;7.852;4.412559265
6.604;7.848;4.425337789
6.604;7.843;3.933852065
6.604;7.847;4.394939839
6.604;7.843;4.410132618
6.604;7.844;4.625273762
6.604;7.846;4.394939839
6.604;7.847;4.394939839
6.604;7.848;4.394939839
6.604;7.851;3.933852065
6.604;7.854;4.427862889
6.604;7.855;4.178865353
6.604;7.852;4.414917308
6.604;7.85;4.390076943
6.604;7.851;4.98512617
6.604;7.846;0.925845675
6.604;7.839;1.610469359
6.604;7.826;2.339038642
6.604;7.822;1.175539415
6.604;7.803;2.53700416
6.604;7.806;4.624256814
6.604;7.794;3.477621805
6.604;7.787;4.643808721
6.604;7.785;7.459404814
6.604;7.783;8.347371087
6.604;7.798;8.150827865
6.604;7.81;8.482513335
6.604;7.825;8.83842685
6.604;7.839;8.83842685
6.604;7.852;8.830935092
6.604;7.869;8.60936788
6.604;7.883;8.594638055
6.604;7.902;8.830935092
6.604;7.914;8.542008097
6.604;7.935;8.830935092
6.604;7.942;8.60936788
6.604;7.962;8.602064326
6.604;7.975;8.830935092
6.604;7.992;9.031653879
6.604;7.992;8.60936788
6.604;8.026;8.60936788
6.604;8.04;8.83842685
6.604;8.056;8.616547713
6.604;8.066;8.628530301
6.604;8.085;9.031653879
6.604;8.101;8.60936788
6.604;8.115;8.830935092
6.604;8.134;8.830935092
6.604;8.146;9.103020905
6.604;8.159;8.60936788
6.604;8.181;8.803747382
6.604;8.193;8.594638055
6.604;8.204;8.60936788
6.604;8.224;9.067201389
6.604;8.237;9.031653879
6.604;8.256;8.575559736
6.604;8.267;8.803747382
6.604;8.286;8.796343396
6.604;8.301;8.60936788
6.604;8.32;8.865791125
6.604;8.333;8.830935092
6.604;8.347;8.830935092
6.604;8.364;8.575559736
6.604;8.375;9.016347462
6.604;8.393;8.60936788
6.604;8.414;8.83842685
6.604;8.432;8.60936788
6.604;8.44;8.830935092
6.604;8.454;8.830935092
6.604;8.472;8.561002474
6.604;8.492;8.60936788
6.604;8.503;8.83842685
6.604;8.52;9.067201389
6.604;8.539;8.83842685
6.604;8.551;8.830935092
6.604;8.561;8.60936788
6.604;8.584;8.602064326
6.604;8.613;9.067201389
6.604;8.654;8.796343396
6.604;8.675;9.067201389
6.604;8.697;8.830935092
6.604;8.72;8.643435382
6.604;8.745;9.067201389
6.604;8.764;8.762013144
6.604;8.788;8.796343396
6.604;8.792;8.830935092
6.604;8.796;8.796343396
6.604;8.793;8.796343396
6.604;8.799;8.83842685
6.604;8.792;8.575559736
6.604;8.786;9.031653879
6.604;8.796;8.575559736
6.604;8.801;8.60936788
6.604;8.794;8.796343396
6.604;8.793;8.575559736
6.604;8.796;8.83842685
6.604;8.794;8.830935092
6.604;8.79;9.031653879
6.604;8.793;8.830935092
6.604;8.79;8.796343396
6.604;8.792;9.103020905
6.604;8.793;9.074750523
6.604;8.793;8.602064326
6.604;8.789;8.582655244
6.604;8.796;8.643435382
6.604;8.802;8.594638055
6.604;8.793;8.60936788
6.604;8.789;8.83842685
6.604;8.789;8.60936788
6.604;8.785;8.594638055
6.604;8.792;8.575559736
6.604;8.796;8.83842685
6.604;8.801;8.568341817
6.604;8.795;8.830935092
6.604;8.796;8.602064326
6.604;8.79;8.60936788
6.604;8.798;8.643435382
6.604;8.795;8.60936788
6.604;8.789;8.830935092
6.604;8.791;8.60936788
6.604;8.789;8.796343396
6.604;8.793;9.067201389
6.604;8.798;8.575559736
6.604;8.798;6.92631634
6.604;8.796;10.18331343
6.604;8.799;10.78960861
6.604;8.793;8.786229197
6.604;8.798;11.19455618
6.604;8.795;11.18335049
6.604;8.788;11.16205095
6.604;8.791;11.18335049
6.604;8.793;11.18335049
6.604;8.798;11.14004997
6.604;8.792;11.18335049
6.604;8.792;11.38857639
6.604;8.789;11.14004997
6.604;8.788;11.14004997
6.604;8.795;10.91359562
6.604;8.798;11.18335049
6.604;8.789;10.6867956
6.604;8.799;10.96704896
6.604;8.795;11.18335049
6.604;8.798;11.19455618
6.604;8.795;11.14004997
6.604;8.789;11.12882478
6.604;8.786;10.96704896
6.604;8.796;10.72841921
6.604;8.799;11.20560957
6.604;8.793;11.18335049
6.604;8.796;11.18335049
6.604;8.789;10.96704896
6.604;8.795;11.18335049
6.604;8.793;11.17199402
6.604;8.795;11.19455618
6.604;8.794;11.18335049
6.604;8.796;11.14004997
6.604;8.793;11.14004997
6.604;8.792;11.14004997
6.604;8.796;11.14004997
6.604;8.792;10.96704896
6.604;8.792;11.20560957
6.604;8.796;11.14004997
6.604;8.79;11.41028536
6.604;8.792;11.14004997
6.604;8.791;10.88218075
6.604;8.792;11.18335049
6.604;8.792;10.91359562
6.604;8.793;11.14004997
6.604;8.796;11.18335049
6.604;8.792;10.92445749
6.604;8.802;10.96704896
6.604;8.79;11.18335049
6.604;8.799;11.0099585
6.604;8.786;11.14004997
6.604;8.791;11.14004997
6.604;8.788;11.18335049
6.604;8.795;11.18335049
6.604;8.793;11.18335049
6.604;8.796;11.09706791
6.604;8.803;11.14004997
6.604;8.802;11.14004997
6.604;8.805;10.96704896
6.604;8.804;11.15112585
6.604;8.801;11.18335049
6.604;8.798;11.23831032
6.604;8.795;11.15112585
6.604;8.802;11.23831032
6.604;8.808;11.14004997
6.604;8.808;10.91359562
6.604;8.799;10.91359562
6.604;8.802;11.14004997
6.604;8.801;11.18335049
6.604;8.795;10.72841921
6.604;8.802;10.96704896
6.604;8.804;11.22697285
6.604;8.802;11.19455618
6.604;8.801;10.92445749
6.604;8.792;10.6867956
6.604;8.806;11.18335049
6.604;8.805;11.17199402
6.604;8.803;11.16205095
6.604;8.805;11.14004997
6.604;8.802;11.41028536
6.604;8.803;11.18335049
6.604;8.805;11.12882478
6.604;8.802;11.22697285
6.604;8.795;11.18335049
6.604;8.798;11.18335049
6.604;8.802;11.14004997
6.604;8.802;11.16205095
6.604;8.803;10.88218075
6.604;8.804;11.19455618
6.604;8.799;10.49052163
6.604;8.801;9.950487167
6.604;8.795;4.484456182
6.604;8.795;7.408323349
6.604;8.799;10.30390135
6.604;8.779;8.773388115
6.604;8.782;8.628530301
6.604;8.784;8.60936788
6.604;8.784;8.803747382
6.604;8.785;8.96865062
6.604;8.789;8.60936788
6.604;8.781;8.602064326
6.604;8.789;8.796343396
6.604;8.79;8.60936788
6.604;8.789;9.067201389
6.604;8.786;8.830935092
6.604;8.786;8.796343396
6.604;8.788;9.067201389
6.604;8.781;8.602064326
6.604;8.782;8.83842685
6.604;8.781;8.575559736
6.604;8.785;8.830935092
6.604;8.782;9.103020905
6.604;8.782;8.60936788
6.604;8.784;8.568341817
6.604;8.781;8.60936788
6.604;8.779;8.575559736
6.604;8.782;8.60936788
6.604;8.779;8.803747382
6.604;8.778;8.830935092
6.604;8.781;9.031653879
6.604;8.785;8.568341817
6.604;8.775;8.575559736
6.604;8.781;8.83842685
6.604;8.781;8.602064326
6.604;8.781;8.830935092
6.604;8.774;8.83842685
6.604;8.782;8.796343396
6.604;8.778;8.60936788
6.604;8.779;9.251498536
6.604;8.771;8.796343396
6.604;8.778;8.60936788
6.604;8.781;8.628530301
6.604;8.784;5.866813001
6.604;8.775;8.515640872
6.604;8.781;4.193591001
6.604;8.777;-0.239202839
6.604;8.757;19.62622736
6.604;8.734;4.367583248
6.604;8.717;0.457173048
6.604;8.699;0.701826554
6.604;8.671;1.619041397
6.604;8.639;1.623452211
6.604;8.613;1.855222003
6.604;8.584;1.855222003
6.604;8.562;1.847100143
6.604;8.531;1.847100143
6.604;8.505;1.622230005
6.604;8.477;1.847775396
6.604;8.458;1.616934835
6.604;8.425;1.847100143
6.604;8.395;1.853825539
6.604;8.372;1.853083057
6.604;8.351;1.616934835
6.604;8.337;1.862036835
6.604;8.315;1.854538556
6.604;8.288;1.847775396
6.604;8.263;1.847775396
6.604;8.234;1.854538556
6.604;8.201;1.855222003
6.604;8.181;1.622230005
6.604;8.157;1.623452211
6.604;8.127;1.855222003
6.604;8.105;1.616934835
6.604;8.079;1.862036835
6.604;8.056;1.846395668
6.604;8.024;1.846395668
6.604;8.002;1.391116442
6.604;7.975;1.615727279
6.604;7.952;1.853825539
6.604;7.928;1.623452211
6.604;7.899;1.855222003
6.604;7.872;1.854538556
6.604;7.846;1.854538556
6.604;7.81;2.086931076
6.604;7.794;2.077796515
6.604;7.769;1.855222003
6.604;7.749;1.855222003
6.604;7.723;1.855222003
6.604;7.695;1.854538556
6.604;7.664;1.853825539
6.604;7.642;1.615727279
6.604;7.619;1.847775396
6.604;7.59;1.854538556
6.604;7.564;1.853083057
6.604;7.545;1.855222003
6.604;7.513;2.086162412
6.604;7.495;1.623452211
6.604;7.467;1.623452211
6.604;7.435;1.853825539
6.604;7.415;1.862036835
6.604;7.394;1.847775396
6.604;7.369;1.855222003
6.604;7.337;1.854538556
6.604;7.319;1.846395668
6.604;7.288;1.855222003
6.604;7.27;2.077796515
6.604;7.266;1.854538556
6.604;7.266;1.854538556
6.604;7.252;1.853825539
6.604;7.243;1.847100143
6.604;7.244;1.622230005
6.604;7.243;1.846395668
6.604;7.249;1.622230005
6.604;7.243;1.862036835
6.604;7.24;1.623452211
6.604;7.243;1.616934835
6.604;7.247;1.386041755
6.604;7.247;1.847775396
6.604;7.24;1.615085227
6.604;7.247;1.853825539
6.604;7.244;1.854538556
6.604;7.243;1.616934835
6.604;7.238;1.616934835
6.604;7.245;1.854538556
6.604;7.24;1.847775396
6.604;7.241;1.623452211
6.604;7.236;1.847775396
6.604;7.244;1.854538556
6.604;7.24;1.847100143
6.604;7.247;1.854538556
6.604;7.245;1.862036835
6.604;7.254;1.622230005
6.604;7.249;1.847775396
6.604;7.245;1.855222003
6.604;7.244;1.854538556
6.604;7.238;2.086162412
6.604;7.248;1.847100143
6.604;7.243;1.616934835
6.604;7.254;1.854538556
6.604;7.243;1.854538556
6.604;7.249;1.854538556
6.604;7.247;1.847775396
6.604;7.248;1.385535085
6.604;7.247;1.616934835
6.604;7.238;1.615727279
6.604;7.245;1.846395668
6.604;7.244;1.847100143
6.604;7.24;2.077796515
6.604;7.241;1.847775396
6.604;7.238;1.845662073
6.604;7.244;1.855222003
6.604;7.243;1.846395668
6.604;7.241;1.847100143
6.604;7.247;1.847775396
6.604;7.248;1.623452211
6.604;7.238;1.847775396
6.604;7.244;1.847775396
6.604;7.247;1.854538556
6.604;7.245;1.622230005
6.604;7.244;1.854538556
6.604;7.24;1.854538556
6.604;7.243;1.847775396
6.604;7.244;1.847775396
6.604;7.247;1.853825539
6.604;7.241;1.854538556
6.604;7.243;1.854538556
6.604;7.243;1.391116442
6.604;7.243;1.854538556
6.604;7.243;1.615727279
6.604;7.243;1.622230005
6.604;7.237;1.855222003
6.604;7.244;1.623452211
6.604;7.245;1.847100143
6.604;7.247;1.833059336
6.604;7.238;-0.233004666
6.604;7.243;0.928493602
6.604;7.241;0.925332379
6.604;7.24;0.696619882
6.604;7.228;0.924759704
6.604;7.22;0.462409967
6.604;7.22;0.924759704
6.604;7.214;0.928493602
6.604;7.211;0.924759704
6.604;7.211;0.928493602
6.604;7.21;0.924759704
6.604;7.213;0.92818135
6.604;7.207;0.693816457
6.604;7.202;0.928493602
6.604;7.198;0.693364724
6.604;7.193;0.928493602
6.604;7.192;0.928493602
6.604;7.187;1.155507605
6.604;7.187;0.928493602
6.604;7.18;1.156260297
6.604;7.18;0.924759704
6.604;7.181;0.924759704
6.604;7.177;0.462409967
6.604;7.17;0.924759704
6.604;7.167;0.928493602
6.604;7.166;0.924759704
6.604;7.162;0.928493602
6.604;7.159;0.921055616
6.604;7.163;1.155893176
6.604;7.15;0.693816457
6.604;7.15;0.693816457
6.604;7.146;0.693364724
6.604;7.14;0.696619882
6.604;7.143;0.693816457
6.604;7.139;0.924759704
6.604;7.135;0.928493602
6.604;7.129;0.696162655
6.604;7.122;0.924759704
6.604;7.128;0.693816457
6.604;7.126;0.924759704
6.604;7.113;1.16093145
6.604;7.12;0.924759704
6.604;7.111;1.16093145
6.604;7.115;0.928493602
6.604;7.107;0.696619882
6.604;7.107;0.693364724
6.604;7.103;0.924759704
6.604;7.102;0.690817746
6.604;7.1;0.924759704
6.604;7.099;0.924759704
6.604;7.093;0.924759704
6.604;7.089;0.928493602
6.604;7.09;0.924759704
6.604;7.084;0.928493602
6.604;7.086;1.156260297
6.604;7.08;0.924759704
6.604;7.076;0.928493602
6.604;7.073;0.928493602
6.604;7.066;0.924759704
6.604;7.065;0.696162655
6.604;7.068;0.928493602
6.604;7.064;0.928493602
6.604;7.066;0.928493602
6.604;7.068;0.696162655
6.604;7.061;0.696162655
6.604;7.057;1.160559863
6.604;7.057;0.924759704
6.604;7.053;1.156260297
6.604;7.057;1.160559863
6.604;7.064;0.929073247
6.604;7.054;0.921055616
6.604;7.059;0.693816457
6.604;7.062;0.693364724
6.604;7.058;0.929073247
6.604;7.054;0.924759704
6.604;7.055;0.924759704
6.604;7.061;0.693816457
6.604;7.054;1.155893176
6.604;7.061;1.151263742
6.604;7.058;0.924759704
6.604;7.058;0.924759704
6.604;7.055;0.928493602
6.604;7.059;1.160559863
6.604;7.054;0.924759704
6.604;7.05;1.156260297
6.604;7.057;0.924759704
6.604;7.054;0.924759704
6.604;7.055;1.155893176
6.604;7.061;1.16093145
6.604;7.058;0.693364724
6.604;7.057;0.924759704
6.604;7.055;0.696619882
6.604;7.058;0.928493602
6.604;7.054;0.693364724
6.604;7.053;1.151626469
6.604;7.05;0.924759704
6.604;7.061;0.696619882
6.604;7.051;0.696162655
6.604;7.058;0.924759704
6.604;7.059;1.156260297
6.604;7.059;0.693816457
6.604;7.055;1.156260297
6.604;7.055;0.693364724
6.604;7.059;1.155893176
6.604;7.053;0.924759704
6.604;7.057;0.924759704
6.604;7.057;1.16093145
6.604;7.053;1.16093145
6.604;7.058;0.924759704
6.604;7.05;0.696162655
6.604;7.053;1.155893176
6.604;7.058;0.928493602
6.604;7.051;1.165640378
6.604;7.058;0.928493602
6.604;7.058;1.160559863
6.604;7.055;1.16093145
6.604;7.057;0.924759704
6.604;7.054;0.924759704
6.604;7.057;0.693816457
6.604;7.059;0.925332379
6.604;7.059;0.928493602
6.604;7.059;0.693816457
6.604;7.055;0.696619882
6.604;7.057;0.696619882
6.604;7.055;1.16093145
6.604;7.054;1.156260297
6.604;7.054;0.924759704
6.604;7.054;0.924759704
6.604;7.061;0.696619882
6.604;7.057;0.928493602
6.604;7.054;0.693816457
6.604;7.057;0.924759704
6.604;7.057;0.928493602
6.604;7.057;0.464277282
6.604;7.051;0.928493602
6.604;7.055;0.928493602
6.604;7.053;0.924759704
6.604;7.048;0.696162655
6.604;7.048;1.155893176
6.604;7.055;0.925332379
6.604;7.053;0.92818135
6.604;7.05;0.924759704
6.604;7.053;0.462409967
6.604;7.048;1.160559863
6.604;7.053;0.924451202
6.604;7.053;0.924759704
6.604;7.054;0.693816457
6.604;7.058;0.928493602
6.604;7.05;0.928493602
6.604;7.059;1.156260297
6.604;7.055;0.928493602
6.604;7.05;1.156260297
6.604;7.051;0.924759704
6.604;7.058;1.156260297
6.604;7.051;0.929073247
6.604;7.058;0.693816457
6.604;7.053;1.165640378
6.604;7.057;0.693364724
6.604;7.055;0.928493602
6.604;7.054;0.696619882
6.604;7.053;0.928493602
6.604;7.057;0.928493602
6.604;7.047;0.693816457
6.604;7.055;0.693816457
6.604;7.054;1.156260297
6.604;7.054;1.165264252
6.604;7.054;0.924759704
6.604;7.051;1.160559863
6.604;7.053;0.924759704
6.604;7.057;0.693364724
6.604;7.051;0.693364724
6.604;7.058;0.924759704
6.604;7.053;0.924759704
6.604;7.058;1.155893176
6.604;7.055;1.156260297
6.604;7.055;0.928493602
6.604;7.054;0.693816457
6.604;8.17;1.156260297
8.17;8.179;0.925332379
8.17;8.185;0.921621433
8.17;8.179;1.156260297
8.17;8.187;0.925332379
8.17;8.179;1.16093145
8.17;8.179;0.925332379
8.17;8.181;0.693816457
8.17;8.176;0.693816457
8.17;8.186;0.693816457
8.17;8.182;1.16093145
8.17;8.178;0.925332379
8.17;8.179;1.156608915
8.17;8.185;-0.916764256
8.17;8.181;-2.792333838
8.17;8.178;-1.609470573
8.17;8.165;-2.317471592
8.17;8.156;-1.622681368
8.17;8.143;-1.816574306
8.17;8.137;-3.290237565
8.17;8.132;-1.14105441
8.17;8.116;-2.067217646
8.17;8.107;-1.846650385
8.17;8.098;-1.61595021
8.17;8.092;-0.473504016
8.17;8.078;-1.854948534
8.17;8.076;-1.61595021
8.17;8.064;-2.077290677
8.17;8.056;-1.846650385
8.17;8.052;-0.68192619
8.17;8.044;-1.609470573
8.17;8.031;-1.869829027
8.17;8.027;-2.335363499
8.17;8.019;-1.131614836
8.17;8.003;-2.077290677
8.17;7.997;-2.068364766
8.17;7.996;-2.547427421
8.17;7.98;-2.250119737
8.17;7.98;-1.83924688
8.17;7.963;-3.736428323
8.17;7.957;-4.858980374
8.17;7.944;-4.723809377
8.17;7.933;-2.976485554
8.17;7.918;-3.461141603
8.17;7.913;-3.00056402
8.17;7.903;-3.461001275
8.17;7.886;-3.000442292
8.17;7.873;-3.000271898
8.17;7.861;-3.000271898
8.17;7.85;-3.00056402
8.17;7.835;-3.000271898
8.17;7.826;-3.000442292
8.17;7.822;-3.012393248
8.17;7.805;-2.988247605
8.17;7.792;-2.988415959
8.17;7.781;-3.217647009
8.17;7.776;-3.00056402
8.17;7.759;-3.000271898
8.17;7.751;-3.012565716
8.17;7.739;-3.000442292
8.17;7.727;-3.012688926
8.17;7.716;-3.000442292
8.17;7.703;-3.000442292
8.17;7.696;-3.217647009
8.17;7.677;-3.000442292
8.17;7.671;-3.000271898
8.17;7.656;-3.460804845
8.17;7.642;-3.000442292
8.17;7.636;-3.012565716
8.17;7.621;-3.000442292
8.17;7.611;-2.988415959
8.17;7.603;-3.000442292
8.17;7.587;-3.00056402
8.17;7.579;-2.988415959
8.17;7.561;-2.976485554
8.17;7.561;-3.000442292
8.17;7.552;-3.000442292
8.17;7.555;-2.988415959
8.17;7.55;-3.000442292
8.17;7.54;-3.230590606
8.17;7.548;-3.217647009
8.17;7.542;-3.000442292
8.17;7.54;-2.988247605
8.17;7.538;-2.77001345
8.17;7.54;-2.988415959
8.17;7.53;-3.000442292
8.17;7.535;-3.012565716
8.17;7.53;-3.00056402
8.17;7.522;-3.461001275
8.17;7.516;-3.230905061
8.17;7.519;-3.217647009
8.17;7.517;-3.000442292
8.17;7.516;-2.976485554
8.17;7.508;-3.00056402
8.17;7.502;-2.988415959
8.17;7.496;-3.230590606
8.17;7.497;-2.988247605
8.17;7.498;-3.000271898
8.17;7.486;-2.77001345
8.17;7.488;-3.230905061
8.17;7.485;-2.988415959
8.17;7.477;-3.000442292
8.17;7.483;-2.988536229
8.17;7.485;-3.012393248
8.17;7.481;-2.988536229
8.17;7.481;-3.230905061
8.17;7.481;-2.988415959
8.17;7.481;-2.988415959
8.17;7.482;-3.230905061
8.17;7.486;-3.447137273
8.17;7.482;-3.2179577
8.17;7.483;-2.988247605
8.17;7.479;-3.461001275
8.17;7.485;-3.000442292
8.17;7.483;-2.77001345
8.17;7.486;-3.230590606
8.17;7.484;-3.000442292
8.17;7.482;-3.000442292
8.17;7.483;-3.000442292
8.17;7.482;-3.230590606
8.17;7.482;-3.000442292
8.17;7.479;-3.000442292
8.17;7.482;-2.988415959
8.17;7.486;-2.988415959
8.17;7.485;-2.77001345
8.17;7.482;-2.758907735
8.17;7.475;-3.012688926
8.17;7.483;-5.068764302
8.17;7.485;-9.381899938
8.17;7.485;-4.994437065
8.17;7.461;-4.78192812
8.17;7.466;-5.29702387
8.17;7.46;-5.088343357
8.17;7.455;-5.067944871
8.17;7.452;-5.29702387
8.17;7.444;-5.548649785
8.17;7.437;-5.29702387
8.17;7.432;-5.29702387
8.17;7.434;-5.067944871
8.17;7.422;-5.275883268
8.17;7.419;-5.548152963
8.17;7.412;-5.068395509
8.17;7.408;-5.29702387
8.17;7.411;-5.29702387
8.17;7.41;-5.318334036
8.17;7.397;-5.068395509
8.17;7.396;-5.088799459
8.17;7.388;-5.088799459
8.17;7.39;-5.526424037
8.17;7.378;-5.088343357
8.17;7.37;-5.318334036
8.17;7.368;-5.088799459
8.17;7.364;-5.068395509
8.17;7.351;-5.29702387
8.17;7.36;-5.318334036
8.17;7.347;-5.088343357
8.17;7.341;-5.068395509
8.17;7.341;-5.068395509
8.17;7.334;-5.318334036
8.17;7.325;-5.29702387
8.17;7.322;-5.29702387
8.17;7.319;-5.088343357
8.17;7.312;-5.067944871
8.17;7.312;-5.068395509
8.17;7.311;-5.52593316
8.17;7.308;-5.088343357
8.17;7.293;-5.067944871
8.17;7.291;-5.318334036
8.17;7.288;-5.29702387
8.17;7.281;-5.088343357
8.17;7.28;-5.29702387
8.17;7.27;-5.067944871
8.17;7.259;-5.068395509
8.17;7.267;-5.548649785
8.17;7.262;-5.318334036
8.17;7.254;-5.29702387
8.17;7.243;-5.067944871
8.17;7.241;-5.29702387
8.17;7.23;-5.297879926
8.17;7.228;-5.088343357
8.17;7.224;-5.067944871
8.17;7.22;-5.068395509
8.17;7.215;-5.068395509
8.17;7.206;-5.29702387
8.17;7.204;-5.526424037
8.17;7.202;-5.068395509
8.17;7.192;-5.318334036
8.17;7.187;-5.088343357
8.17;7.181;-5.088343357
8.17;7.192;-5.088799459
8.17;7.185;-5.067944871
8.17;7.191;-5.068395509
8.17;7.192;-5.29702387
8.17;7.185;-5.088343357
8.17;7.187;-5.29702387
8.17;7.191;-5.088343357
8.17;7.185;-5.482892956
8.17;7.191;-8.33448156
8.17;7.178;-7.846000536
8.17;7.182;-8.303761786
8.17;7.177;-8.339384812
8.17;7.171;-8.080644878
8.17;7.18;-8.080644878
8.17;7.174;-7.655108731
8.17;7.163;-7.852691161
8.17;7.158;-8.113050938
8.17;7.154;-8.080644878
8.17;7.148;-7.850586549
8.17;7.146;-7.624487005
8.17;7.142;-7.850586549
8.17;7.14;-7.622442081
8.17;7.14;-8.080644878
8.17;7.137;-7.594107337
8.17;7.129;-7.850586549
8.17;7.126;-7.596006931
8.17;7.117;-7.624487005
8.17;7.111;-7.624487005
8.17;7.11;-7.850586549
8.17;7.115;-7.594107337
8.17;7.104;-7.850586549
8.17;7.1;-7.594107337
8.17;7.099;-7.819345049
8.17;7.094;-8.113050938
8.17;7.092;-8.113050938
8.17;7.089;-7.624487005
8.17;7.079;-7.913817855
8.17;7.081;-7.852691161
8.17;7.075;-7.653039076
8.17;7.066;-7.850586549
8.17;7.065;-7.852691161
8.17;7.059;-7.852691161
8.17;7.061;-7.655108731
8.17;7.053;-7.850586549
8.17;7.044;-8.048494421
8.17;7.047;-8.080644878
8.17;7.036;-7.683880611
8.17;7.033;-7.655108731
8.17;7.033;-7.850586549
8.17;7.026;-7.850586549
8.17;7.014;-7.850586549
8.17;7.015;-8.113050938
8.17;7.009;-7.624487005
8.17;7.005;-8.080644878
8.17;7.005;-7.913817855
8.17;6.994;-7.850586549
8.17;6.991;-7.850586549
8.17;6.99;-7.62027502
8.17;6.984;-7.850586549
8.17;6.977;-7.850586549
8.17;6.979;-7.624487005
8.17;6.967;-7.852691161
8.17;6.972;-7.592086755
8.17;6.97;-7.624487005
8.17;6.958;-7.624487005
8.17;6.953;-8.080644878
8.17;6.95;-7.852691161
8.17;6.948;-8.080644878
8.17;6.946;-7.850586549
