V real;V medido;angulo
4.138;2.883;-10.19068748
4.138;2.877;-17.91625029
4.138;2.876;-16.51294869
4.138;2.872;-13.4515127
4.138;6.604;-1.385197613
6.604;6.596;-1.154240764
6.604;6.6;-1.154062802
6.604;6.601;-1.154240764
6.604;6.597;-1.154240764
6.604;6.6;-1.384792972
6.604;6.604;-1.154240764
6.604;6.603;-1.149436734
6.604;6.596;-1.149612564
6.604;6.595;-1.154240764
6.604;6.596;-1.154240764
6.604;6.6;-1.384557095
6.604;6.595;-1.384792972
6.604;6.6;-1.154062802
6.604;6.595;-0.923565038
6.604;6.593;-1.140466539
6.604;6.596;-1.154062802
6.604;6.596;-2.085684561
6.604;6.597;-3.96807751
6.604;6.597;-2.308594149
6.604;6.589;-2.299336398
6.604;6.588;-3.000271898
6.604;6.586;-2.612537866
6.604;6.581;-2.299632701
6.604;6.584;-2.539350604
6.604;6.569;-4.924260318
6.604;6.568;-2.045151083
6.604;6.568;-2.528985051
6.604;6.564;-2.095096917
6.604;6.558;-2.539350604
6.604;6.555;-2.758752269
6.604;6.55;-2.308388037
6.604;6.547;-3.905573545
6.604;6.54;-2.539165121
6.604;6.539;-2.308894046
6.604;6.532;-2.758752269
6.604;6.534;-2.528985051
6.604;6.532;-2.769406673
6.604;6.523;-2.290152546
6.604;6.515;-2.318097425
6.604;6.514;-2.299503054
6.604;6.508;-2.758752269
6.604;6.507;-1.832780898
6.604;6.506;-2.539165121
6.604;6.495;-3.000271898
6.604;6.492;3.615142395
6.604;6.489;-2.747013212
6.604;6.488;-2.539165121
6.604;6.474;-2.308762826
6.604;6.472;-2.299503054
6.604;6.472;-2.539165121
6.604;6.467;-2.539350604
6.604;6.466;-2.308762826
6.604;6.458;-2.078100196
6.604;6.455;-2.529168311
6.604;6.45;-2.539165121
6.604;6.451;-2.299503054
6.604;6.448;-2.539165121
6.604;6.445;-2.308594149
6.604;6.44;-2.299503054
6.604;6.44;-2.758552423
6.604;6.427;-2.769856099
6.604;6.433;-2.308762826
6.604;6.427;-2.299503054
6.604;6.417;-2.539350604
6.604;6.421;-2.290152546
6.604;6.411;-2.299632701
6.604;6.411;-2.308388037
6.604;6.406;-2.318097425
6.604;6.409;-2.539165121
6.604;6.406;-2.539165121
6.604;6.395;-2.299503054
6.604;6.398;-2.758308226
6.604;6.391;-2.308594149
6.604;6.387;-2.758752269
6.604;6.389;-2.299503054
6.604;6.383;-2.529168311
6.604;6.383;-2.308762826
6.604;6.376;-2.528985051
6.604;6.373;-2.539350604
6.604;6.369;-2.539165121
6.604;6.374;-2.308388037
6.604;6.371;-2.308594149
6.604;6.371;-2.539165121
6.604;6.372;-2.308762826
6.604;6.371;-2.528985051
6.604;6.373;-2.539165121
6.604;6.371;-2.308762826
6.604;6.377;-2.539350604
6.604;6.378;-2.308762826
6.604;6.373;-2.318097425
6.604;6.374;-2.317718072
6.604;6.37;-2.539350604
6.604;6.376;-2.539165121
6.604;6.368;-2.509185751
6.604;6.37;-0.636484458
6.604;6.373;-3.431412843
6.604;6.38;-3.000637064
6.604;6.368;-2.05353428
6.604;6.367;-2.736961115
6.604;6.361;-3.00056402
6.604;6.366;-3.00056402
6.604;6.37;-3.230905061
6.604;6.361;-3.00056402
6.604;6.361;-3.000442292
6.604;6.358;-3.00056402
6.604;6.361;-3.00056402
6.604;6.364;-2.988536229
6.604;6.357;-3.000442292
6.604;6.361;-3.00056402
6.604;6.356;-2.736614214
6.604;6.36;-2.77001345
6.604;6.353;-2.74800038
6.604;6.353;-4.873506846
6.604;6.351;-1.145314083
6.604;6.346;-3.100061756
6.604;6.336;-6.054492923
6.604;6.34;-5.546888926
6.604;6.338;-4.664383377
6.604;6.335;-4.684490059
6.604;6.325;-3.530386746
6.604;6.327;-3.475119136
6.604;6.32;-3.461141603
6.604;6.325;-3.447275921
6.604;6.318;-3.2440365
6.604;6.315;-3.461141603
6.604;6.32;-2.988536229
6.604;6.312;-3.000661413
6.604;6.308;-2.067633049
6.604;6.311;-3.691385986
6.604;6.304;-3.21741405
6.604;6.298;-1.810767446
6.604;6.294;-5.760295609
6.604;6.298;-4.839486034
6.604;6.297;-5.088343357
6.604;6.29;-4.83913376
6.604;6.288;-4.839486034
6.604;6.273;-4.380470307
6.604;6.275;-4.398130937
6.604;6.265;-4.380470307
6.604;6.258;-4.380470307
6.604;6.265;-4.380470307
6.604;6.248;-4.36295065
6.604;6.251;-4.380470307
6.604;6.24;-4.150747289
6.604;6.241;-5.066102605
6.604;6.24;-5.524684247
6.604;6.231;-4.820417876
6.604;6.219;-4.838194739
6.604;6.208;-5.067944871
6.604;6.209;-4.83913376
6.604;6.198;-5.068395509
6.604;6.19;-5.067944871
6.604;6.186;-5.067944871
6.604;6.177;-5.067944871
6.604;6.17;-5.068395509
6.604;6.171;-5.047182748
6.604;6.163;-4.83913376
6.604;6.157;-4.820147105
6.604;6.16;-5.088343357
6.604;6.15;-5.067944871
6.604;6.146;-5.068395509
6.604;6.141;-5.29702387
6.604;6.137;-5.067944871
6.604;6.13;-4.857673416
6.604;6.13;-5.088343357
6.604;6.123;-5.067944871
6.604;6.123;-4.819799037
6.604;6.113;-5.067944871
6.604;6.107;-5.088343357
6.604;6.103;-5.068395509
6.604;6.098;-5.088799459
6.604;6.094;-5.088343357
6.604;6.096;-5.087804486
6.604;6.087;-5.275883268
6.604;6.083;-5.067944871
6.604;6.081;-5.088799459
6.604;6.067;-5.067944871
6.604;6.065;-4.838194739
6.604;6.072;-5.067944871
6.604;6.065;-5.067944871
6.604;6.07;-5.068395509
6.604;6.059;-4.627875681
6.604;6.057;-5.067944871
6.604;6.056;-4.857673416
6.604;6.053;-4.857673416
6.604;6.052;-4.83913376
6.604;6.05;-4.83913376
6.604;6.044;-4.838194739
6.604;6.044;-4.838194739
6.604;6.032;-5.088343357
6.604;6.033;-4.83913376
6.604;6.027;-5.109367882
6.604;6.026;-5.088343357
6.604;6.025;-5.088343357
6.604;6.023;-4.858623826
6.604;6.03;-4.83913376
6.604;6.025;-4.83913376
6.604;6.022;-5.068395509
6.604;6.02;-5.067944871
6.604;6.023;-5.067944871
6.604;6.02;-5.067944871
6.604;6.016;-4.858623826
6.604;6.019;-4.858623826
6.604;6.018;-4.857673416
6.604;6.02;-5.067944871
6.604;6.016;-4.858623826
6.604;6.016;-5.067944871
6.604;6.016;-5.068395509
6.604;6.016;-5.067944871
6.604;6.018;-4.858980374
6.604;6.014;-5.067944871
6.604;6.014;-4.839486034
6.604;6.014;-5.088343357
6.604;6.016;-5.067944871
6.604;6.018;-5.067944871
6.604;6.018;-5.088343357
6.604;6.012;-5.088799459
6.604;6.018;-5.088799459
6.604;6.014;-5.088343357
6.604;6.014;-4.857673416
6.604;6.015;-5.068395509
6.604;6.015;-4.819373723
6.604;6.02;-5.088799459
6.604;6.009;-4.839486034
6.604;6.016;-5.088799459
6.604;6.019;-5.067944871
6.604;6.018;-4.819799037
6.604;6.015;-4.83913376
6.604;6.016;-5.067944871
6.604;6.016;-4.820147105
6.604;6.009;-5.067944871
6.604;6.015;-5.088799459
6.604;6.012;-4.858623826
6.604;6.02;-5.067944871
6.604;6.014;-5.088343357
6.604;6.015;-5.067944871
6.604;6.011;-4.857673416
6.604;6.016;-4.83913376
6.604;6.014;-5.067944871
6.604;6.016;-4.858980374
6.604;6.014;-4.838194739
6.604;6.012;-5.068395509
6.604;6.023;-5.067944871
6.604;6.023;-5.067944871
6.604;6.02;-4.857673416
6.604;6.019;-4.39694691
6.604;6.018;-6.003099404
6.604;6.023;-9.045037034
6.604;6.022;-9.045037034
6.604;6.012;-8.44078784
6.604;6.003;-5.773801752
6.604;5.998;-6.284646468
6.604;5.992;-5.95803764
6.604;5.987;-5.546888926
6.604;5.987;-5.524684247
6.604;5.986;-5.52392639
6.604;5.983;-5.546888926
6.604;5.982;-5.546888926
6.604;5.979;-5.775678928
6.604;5.978;-5.774787041
6.604;5.976;-6.943363807
6.604;5.972;-7.65084582
6.604;5.969;-6.716699804
6.604;5.964;-6.944780485
6.604;5.962;-6.68856034
6.604;5.962;-6.689807096
6.604;5.949;-6.68856034
6.604;5.948;-6.715437954
6.604;5.951;-6.971347119
6.604;5.941;-6.68856034
6.604;5.936;-6.715437954
6.604;5.934;-6.943363807
6.604;5.925;-6.715437954
6.604;5.923;-6.68856034
6.604;5.918;-6.661895796
6.604;5.91;-6.68856034
6.604;5.912;-6.917002599
6.604;5.908;-6.915602849
6.604;5.906;-6.944780485
6.604;5.896;-6.68856034
6.604;5.896;-6.917002599
6.604;5.892;-6.68856034
6.604;5.891;-6.915602849
6.604;5.889;-6.485879037
6.604;5.882;-6.68856034
6.604;5.874;-6.944780485
6.604;5.87;-6.68856034
6.604;5.875;-6.68856034
6.604;5.866;-6.484554308
6.604;5.862;-6.943363807
6.604;5.855;-6.485879037
6.604;5.848;-6.68856034
6.604;5.851;-6.915602849
6.604;5.848;-6.484554308
6.604;5.839;-6.459904259
6.604;5.833;-6.68856034
6.604;5.835;-6.712587697
6.604;5.825;-6.715437954
6.604;5.828;-6.917002599
6.604;5.814;-6.485879037
6.604;5.808;-6.685744156
6.604;5.804;-6.458595379
6.604;5.8;-6.715437954
6.604;5.806;-6.68856034
6.604;5.793;-6.715437954
6.604;5.791;-6.485879037
6.604;5.788;-6.458595379
6.604;5.784;-6.685744156
6.604;5.784;-6.68856034
6.604;5.791;-6.917002599
6.604;5.788;-6.712587697
6.604;5.791;-6.458595379
6.604;5.788;-6.888061622
6.604;5.786;-6.68856034
6.604;5.782;-6.68856034
6.604;5.784;-6.712587697
6.604;5.78;-6.68856034
6.604;5.781;-6.915602849
6.604;5.778;-6.941834768
6.604;5.778;-6.458595379
6.604;5.775;-6.715437954
6.604;5.762;-6.68856034
6.604;5.775;-6.944780485
6.604;5.774;-6.458595379
6.604;5.775;-6.458595379
6.604;5.774;-6.715437954
6.604;5.78;-6.68856034
6.604;5.778;-6.944780485
6.604;5.775;-6.917002599
6.604;5.777;-6.742531188
6.604;5.775;-6.458595379
6.604;5.772;-6.458595379
6.604;5.769;-6.915602849
6.604;5.774;-6.68856034
6.604;5.769;-7.819345049
6.604;5.765;-8.57899168
6.604;5.765;-8.973277736
6.604;5.752;-9.005723044
6.604;5.752;-9.269567352
6.604;5.746;-9.041704174
6.604;5.747;-8.816803691
6.604;5.744;-8.973277736
6.604;5.73;-9.592543528
6.604;5.739;-8.550898127
6.604;5.73;-9.232710721
6.604;5.73;-8.557026149
6.604;5.723;-9.012166483
6.604;5.716;-8.362450357
6.604;5.713;-8.331829241
6.604;5.707;-7.622442081
6.604;5.71;-8.106088154
6.604;5.705;-7.681660739
6.604;5.706;-8.044089925
6.604;5.703;-8.306117975
6.604;5.701;-8.106088154
6.604;5.695;-8.076187415
6.604;5.695;-7.846000536
6.604;5.694;-8.33448156
6.604;5.691;-7.877435112
6.604;5.685;-8.10853966
6.604;5.688;-8.10853966
6.604;5.69;-8.10853966
6.604;5.681;-7.814813539
6.604;5.679;-8.106088154
6.604;5.679;-7.913817855
6.604;5.677;-7.846000536
6.604;5.673;-7.877435112
6.604;5.669;-8.076187415
6.604;5.672;-7.877435112
6.604;5.659;-8.10853966
6.604;5.663;-8.27311302
6.604;5.661;-8.106088154
6.604;5.658;-8.076187415
6.604;5.654;-7.850586549
6.604;5.658;-8.076187415
6.604;5.651;-8.339384812
6.604;5.652;-8.076187415
6.604;5.642;-8.106088154
6.604;5.643;-8.141149675
6.604;5.639;-7.846000536
6.604;5.639;-7.846000536
6.604;5.636;-8.33448156
6.604;5.631;-8.306117975
6.604;5.629;-8.10853966
6.604;5.632;-8.339384812
6.604;5.631;-7.882076501
6.604;5.629;-8.10853966
6.604;5.616;-8.10853966
6.604;5.621;-7.877435112
6.604;5.625;-8.10853966
6.604;5.62;-8.337000206
6.604;5.613;-8.10853966
6.604;5.612;-7.877435112
6.604;5.607;-8.076187415
6.604;5.607;-8.306117975
6.604;5.607;-7.846000536
6.604;5.609;-7.846000536
6.604;5.609;-8.076187415
6.604;5.614;-8.10853966
6.604;5.616;-8.10853966
6.604;5.616;-8.076187415
6.604;5.616;-8.076187415
6.604;5.62;-8.141149675
6.604;5.62;-8.306117975
6.604;5.624;-8.339384812
6.604;5.624;-8.367954025
6.604;5.625;-7.846000536
6.604;5.628;-8.076187415
6.604;5.628;-8.076187415
6.604;5.627;-9.794713586
6.604;5.631;-10.775622
6.604;5.618;-11.05332947
6.604;5.62;-11.14114693
6.604;5.614;-11.14114693
6.604;5.609;-10.71121605
6.604;5.601;-10.01462921
6.604;5.596;-10.42872043
6.604;5.594;-13.67174145
6.604;5.584;-11.09174134
6.604;5.585;-11.17448394
6.604;5.585;-10.87144439
6.604;5.579;-10.7305532
6.604;5.578;-9.751510964
6.604;5.564;-10.42403128
6.604;5.569;-10.38278507
6.604;5.562;-10.20189182
6.604;5.558;-10.41917828
6.604;5.556;-10.42403128
6.604;5.551;-10.42872043
6.604;5.547;-10.42872043
6.604;5.545;-10.42872043
6.604;5.539;-10.42872043
6.604;5.534;-10.38278507
6.604;5.528;-10.42403128
6.604;5.524;-10.42403128
6.604;5.522;-10.47034608
6.604;5.518;-10.42403128
6.604;5.515;-10.42403128
6.604;5.509;-10.15221699
6.604;5.505;-10.38278507
6.604;5.508;-10.38741875
6.604;5.498;-10.46560057
6.604;5.497;-10.38278507
6.604;5.49;-10.42872043
6.604;5.487;-10.47034608
6.604;5.478;-10.65043265
6.604;5.476;-10.46560057
6.604;5.475;-10.42403128
6.604;5.475;-10.46560057
6.604;5.467;-10.19254827
6.604;5.46;-10.42872043
6.604;5.461;-10.38741875
6.604;5.454;-10.65043265
6.604;5.454;-10.42403128
6.604;5.451;-10.42872043
6.604;5.442;-10.41917828
6.604;5.434;-10.46560057
6.604;5.437;-10.41917828
6.604;5.43;-10.47034608
6.604;5.433;-10.15221699
6.604;5.42;-10.37798943
6.604;5.419;-10.4606893
6.604;5.416;-10.47034608
6.604;5.417;-10.23319549
6.604;5.409;-10.47034608
6.604;5.406;-10.47034608
6.604;5.401;-10.42403128
6.604;5.394;-10.47034608
6.604;5.391;-10.42403128
6.604;5.388;-10.47034608
6.604;5.384;-10.42872043
6.604;5.381;-10.42403128
6.604;5.381;-10.42872043
6.604;5.383;-10.20189182
6.604;5.386;-10.42872043
6.604;5.393;-10.20189182
6.604;5.388;-10.65043265
6.604;5.383;-10.91467139
6.604;5.383;-10.20189182
6.604;5.389;-10.42872043
6.604;5.393;-10.37798943
6.604;5.393;-10.42403128
6.604;5.391;-10.47034608
6.604;5.386;-10.42872043
6.604;5.388;-10.65043265
6.604;5.388;-10.42872043
6.604;5.383;-10.42872043
6.604;5.386;-10.42872043
6.604;5.393;-10.65983734
6.604;5.391;-10.42403128
6.604;5.387;-10.23319549
6.604;5.383;-10.65043265
6.604;5.384;-10.42872043
6.604;5.38;-10.42872043
6.604;5.384;-10.16144995
6.604;5.394;-10.65043265
6.604;5.388;-10.47034608
6.604;5.376;-10.42403128
6.604;5.384;-10.38741875
6.604;5.387;-10.42872043
6.604;5.381;-10.42403128
6.604;5.386;-10.42403128
6.604;5.384;-10.20189182
6.604;5.387;-10.47034608
6.604;5.39;-10.4606893
6.604;5.387;-10.47034608
6.604;5.388;-10.42403128
6.604;5.387;-10.42872043
6.604;5.385;-10.42403128
6.604;5.388;-10.46560057
6.604;5.39;-10.38741875
6.604;5.39;-10.37798943
6.604;5.388;-10.16144995
6.604;5.391;-10.42403128
6.604;5.39;-10.42403128
6.604;5.386;-10.69286305
6.604;5.393;-10.65983734
6.604;5.39;-10.38741875
6.604;5.384;-10.42403128
6.604;5.389;-10.42403128
6.604;5.387;-10.34185828
6.604;5.389;-10.42872043
6.604;5.388;-10.41917828
6.604;5.391;-10.69286305
6.604;5.387;-10.41917828
6.604;5.39;-10.42872043
6.604;5.386;-10.24265139
6.604;5.386;-10.38741875
6.604;5.393;-10.42403128
6.604;5.389;-10.42872043
6.604;5.386;-10.42403128
6.604;5.383;-10.42872043
6.604;5.384;-10.69286305
6.604;5.381;-10.42872043
6.604;5.387;-10.16144995
6.604;5.387;-10.47034608
6.604;5.384;-10.42872043
6.604;5.388;-10.42403128
6.604;5.387;-10.60833156
6.604;5.387;-10.42403128
6.604;5.384;-10.20189182
6.604;5.383;-10.42403128
6.604;5.387;-10.42403128
6.604;5.389;-10.42872043
6.604;5.387;-10.88138109
6.604;5.39;-10.65043265
6.604;5.387;-10.20189182
6.604;5.385;-10.38741875
6.604;5.387;-10.65043265
6.604;5.383;-10.42872043
6.604;5.387;-10.65043265
6.604;5.39;-10.46560057
6.604;5.384;-10.42872043
6.604;5.386;-10.41917828
6.604;5.386;-10.42872043
6.604;5.384;-10.65043265
6.604;5.385;-10.69286305
6.604;5.391;-10.47034608
6.604;5.384;-10.42872043
6.604;5.391;-10.42872043
6.604;5.385;-10.37798943
6.604;5.391;-10.42872043
6.604;5.383;-10.47034608
6.604;5.383;-10.65043265
6.604;5.383;-10.42403128
6.604;5.39;-10.50749671
6.604;5.391;-10.42872043
6.604;5.389;-10.42872043
6.604;5.389;-10.38741875
6.604;5.383;-10.20189182
6.604;5.384;-10.38741875
6.604;5.388;-10.42872043
6.604;5.386;-10.47034608
6.604;5.384;-10.50252624
6.604;5.383;-10.65043265
6.604;5.391;-10.60833156
6.604;5.384;-10.65043265
6.604;5.388;-10.38278507
6.604;5.386;-10.42872043
6.604;5.385;-10.69286305
6.604;5.386;-10.41917828
6.604;5.385;-10.47034608
6.604;5.387;-10.20189182
6.604;5.383;-10.47034608
6.604;5.387;-10.20189182
6.604;5.391;-10.42403128
6.604;5.389;-10.42872043
6.604;5.387;-10.65043265
6.604;5.387;-10.42872043
6.604;5.386;-10.47034608
6.604;5.383;-10.42403128
6.604;5.386;-10.69286305
6.604;5.384;-10.42403128
6.604;5.384;-10.46560057
6.604;5.384;-10.38741875
6.604;5.389;-10.42403128
6.604;5.384;-10.46560057
6.604;5.387;-10.65043265
6.604;5.386;-10.42872043
6.604;5.383;-10.38741875
6.604;5.386;-10.47034608
6.604;5.389;-10.41917828
6.604;5.389;-10.42403128
6.604;5.384;-10.42403128
6.604;5.389;-10.65043265
6.604;5.39;-10.42872043
6.604;5.384;-10.71121605
6.604;5.386;-11.6342839
6.604;5.391;-11.04298733
6.604;5.383;-12.5370349
6.604;5.381;-12.54455637
6.604;5.371;-13.31427668
6.604;5.534;-5.776477283
6.604;5.543;-5.546888926
6.604;5.547;-5.798966503
6.604;5.561;-5.798966503
6.604;5.569;-6.005879659
6.604;5.575;-5.799774555
6.604;5.581;-5.981863391
6.604;5.596;-5.524684247
6.604;5.596;-5.775678928
6.604;5.609;-5.798966503
6.604;5.62;-5.774787041
6.604;5.627;-5.752576894
6.604;5.634;-5.56995744
6.604;5.643;-5.799774555
6.604;5.648;-5.776477283
6.604;5.661;-5.776477283
6.604;5.674;-5.753365705
6.604;5.677;-5.776477283
6.604;5.684;-6.005879659
6.604;5.696;-5.52392639
6.604;5.702;-5.776477283
6.604;5.71;-5.775678928
6.604;5.718;-5.798966503
6.604;5.729;-6.005879659
6.604;5.74;-5.524684247
6.604;5.739;-5.981863391
6.604;5.75;-5.524684247
6.604;5.762;-5.546888926
6.604;5.769;-6.005879659
6.604;5.781;-5.546888926
6.604;5.792;-5.798966503
6.604;5.802;-5.775678928
6.604;5.807;-5.981863391
6.604;5.817;-5.775678928
6.604;5.822;-6.005879659
6.604;5.836;-5.546888926
6.604;5.852;-5.774787041
6.604;5.863;-5.524684247
6.604;5.88;-6.006611948
6.604;5.886;-6.235088935
6.604;5.897;-5.981863391
6.604;5.903;-5.524684247
6.604;5.897;-5.52392639
6.604;5.899;-5.753365705
6.604;5.905;-5.29509926
6.604;5.9;-5.546888926
6.604;5.897;-5.752576894
6.604;5.899;-5.799774555
6.604;5.895;-5.798966503
6.604;5.899;-6.210170267
6.604;5.899;-5.546888926
6.604;5.896;-5.775678928
6.604;5.9;-5.546888926
6.604;5.895;-5.546888926
6.604;5.896;-5.798063785
6.604;5.896;-5.546888926
6.604;5.899;-5.776477283
6.604;5.899;-5.547565981
6.604;5.899;-6.03008873
6.604;5.9;-5.775678928
6.604;5.897;-5.752576894
6.604;5.9;-5.776477283
6.604;5.899;-6.005879659
6.604;5.9;-5.546888926
6.604;5.899;-5.546888926
6.604;5.903;-5.981863391
6.604;5.895;-5.547565981
6.604;5.893;-5.752576894
6.604;5.902;-5.568495803
6.604;5.899;-5.776477283
6.604;5.902;-5.524684247
6.604;5.9;-5.524684247
6.604;5.902;-5.775678928
6.604;5.9;-5.546888926
6.604;5.897;-6.005879659
6.604;5.903;-5.752576894
6.604;5.896;-5.752576894
6.604;5.9;-5.546888926
6.604;5.897;-5.524684247
6.604;5.9;-5.776477283
6.604;5.9;-5.776477283
6.604;5.906;-5.776477283
6.604;5.895;-5.047182748
6.604;5.9;-7.399652514
6.604;5.902;-7.172437145
6.604;5.897;-6.233266545
6.604;5.895;-4.118156872
6.604;5.899;-1.609664996
6.604;5.896;-1.916983668
6.604;5.903;-1.622482191
6.604;5.913;-1.615478229
6.604;5.927;-1.622482191
6.604;5.936;-1.838995214
6.604;5.952;-1.609470573
6.604;5.96;-1.838995214
6.604;5.967;-1.61595021
6.604;5.978;-1.609470573
6.604;5.989;-0.708881578
6.604;6;-4.068437708
6.604;6.009;-2.138020697
6.604;6.02;-1.622004464
6.604;6.027;-1.384792972
6.604;6.043;-1.149436734
6.604;6.049;-1.384792972
6.604;6.067;-1.379242677
6.604;6.076;-1.384792972
6.604;6.086;-1.384792972
6.604;6.096;-1.384792972
6.604;6.112;-1.384792972
6.604;6.128;-1.384792972
6.604;6.134;-1.609004245
6.604;6.149;-1.615478229
6.604;6.159;-1.61595021
6.604;6.173;-1.379242677
6.604;6.18;-1.379242677
6.604;6.198;-1.154240764
6.604;6.206;-1.608732407
6.604;6.213;-1.385197613
6.604;6.226;-1.384792972
6.604;6.237;-1.379242677
6.604;6.255;-1.379242677
6.604;6.262;-1.615727279
6.604;6.272;-1.379242677
6.604;6.284;-1.384792972
6.604;6.299;-1.615727279
6.604;6.314;-1.154240764
6.604;6.325;-1.615203098
6.604;6.34;-1.154062802
6.604;6.347;-1.379242677
6.604;6.364;-1.615478229
6.604;6.38;-1.390388073
6.604;6.387;-1.384792972
6.604;6.398;-0.92329519
6.604;6.405;-1.615727279
6.604;6.417;-1.84579675
6.604;6.431;-1.149436734
6.604;6.444;-1.379242677
6.604;6.454;-1.390388073
6.604;6.469;-1.384557095
6.604;6.484;-1.384792972
6.604;6.497;-1.379009625
6.604;6.502;-1.384792972
6.604;6.517;-1.379242677
6.604;6.533;-1.379242677
6.604;6.544;-1.384792972
6.604;6.559;-1.379009625
6.604;6.567;-1.384557095
6.604;6.581;-1.379242677
6.604;6.592;-1.384792972
6.604;6.593;-1.384792972
6.604;6.601;-1.14484757
6.604;6.597;-1.615478229
6.604;6.596;-1.615727279
6.604;6.597;-1.379242677
6.604;6.599;-1.379242677
6.604;6.599;-1.379242677
6.604;6.603;-1.384792972
6.604;6.603;-1.37964247
6.604;6.603;-1.154062802
6.604;6.604;-1.384557095
6.604;6.606;-2.06801544
6.604;6.607;-1.145533815
6.604;6.604;0.465424712
6.604;6.606;0
6.604;6.608;-0.236362881
6.604;6.608;1.160169604
6.604;6.618;1.160169604
6.604;6.626;1.155507605
6.604;6.632;1.155507605
6.604;6.642;1.386989029
6.604;6.652;2.290884672
6.604;6.662;1.155893176
6.604;6.666;2.532576049
6.604;6.678;2.53595654
6.604;6.685;2.527886326
6.604;6.701;2.538011922
6.604;6.716;2.083657349
6.604;6.727;2.083657349
6.604;6.738;2.30662897
6.604;6.746;2.53595654
6.604;6.76;2.53700416
6.604;6.775;2.325244958
6.604;6.778;2.546138261
6.604;6.79;2.315899768
6.604;6.802;2.30662897
6.604;6.819;2.307545428
6.604;6.826;2.54821852
6.604;6.845;2.30662897
6.604;6.852;2.53595654
6.604;6.868;2.0770042
6.604;6.879;2.546138261
6.604;6.893;2.997500984
6.604;6.907;2.547198556
6.604;6.916;2.546138261
6.604;6.931;2.54821852
6.604;6.942;2.075321433
6.604;6.955;2.075321433
6.604;6.966;2.547198556
6.604;6.973;2.30662897
6.604;6.99;2.53595654
6.604;7.003;2.558507091
6.604;7.01;2.53595654
6.604;7.028;2.54821852
6.604;7.037;2.538011922
6.604;7.051;2.546138261
6.604;7.068;2.315899768
6.604;7.079;2.538011922
6.604;7.095;2.54821852
6.604;7.104;2.30662897
6.604;7.117;2.315899768
6.604;7.128;2.325244958
6.604;7.146;2.54821852
6.604;7.159;2.083657349
6.604;7.167;2.315899768
6.604;7.181;2.316827326
6.604;7.193;2.30662897
6.604;7.206;2.546138261
6.604;7.217;2.315899768
6.604;7.245;2.075321433
6.604;7.255;2.316827326
6.604;7.267;2.538011922
6.604;7.274;2.547198556
6.604;7.297;2.075321433
6.604;7.312;2.0770042
6.604;7.315;2.315899768
6.604;7.325;2.315899768
6.604;7.326;2.53595654
6.604;7.332;2.547198556
6.604;7.338;2.30662897
6.604;7.338;2.556401553
6.604;7.341;2.547198556
6.604;7.348;2.54821852
6.604;7.347;2.538011922
6.604;7.351;2.30662897
6.604;7.357;2.53595654
6.604;7.351;2.075321433
6.604;7.354;2.54821852
6.604;7.348;1.852311215
6.604;7.352;2.558507091
6.604;7.347;2.53700416
6.604;7.352;2.307545428
6.604;7.349;2.538011922
6.604;7.354;2.304687446
6.604;7.355;2.30662897
6.604;7.352;2.53595654
6.604;7.355;2.315899768
6.604;7.352;2.53595654
6.604;7.354;2.558507091
6.604;7.352;2.0770042
6.604;7.352;2.30662897
6.604;7.352;2.092060092
6.604;7.347;2.085360491
6.604;7.355;2.546138261
6.604;7.349;2.085360491
6.604;7.354;0.475718503
6.604;7.352;2.538011922
6.604;7.352;2.315899768
6.604;7.344;2.30662897
6.604;7.347;2.54821852
6.604;7.351;2.53595654
6.604;7.348;2.525855426
6.604;7.348;2.30662897
6.604;7.347;2.315899768
6.604;7.352;2.53700416
6.604;7.351;2.315899768
6.604;7.349;2.547198556
6.604;7.345;2.53595654
6.604;7.355;2.54821852
6.604;7.352;2.53700416
6.604;7.357;2.30662897
6.604;7.347;2.29833722
6.604;7.349;2.30662897
6.604;7.352;2.546138261
6.604;7.352;2.556401553
6.604;7.345;2.538011922
6.604;7.348;2.315899768
6.604;7.352;2.556401553
6.604;7.347;2.546138261
6.604;7.354;2.53700416
6.604;7.345;2.53595654
6.604;7.349;2.325244958
6.604;7.355;2.53595654
6.604;7.349;2.546138261
6.604;7.351;2.54821852
6.604;7.349;2.307545428
6.604;7.349;2.54821852
6.604;7.351;2.54821852
6.604;7.352;2.315899768
6.604;7.355;3.180905023
6.604;7.348;2.506902032
6.604;7.358;2.53700416
6.604;7.345;3.896718527
6.604;7.354;2.809602853
6.604;7.355;4.397269732
6.604;7.365;4.164463495
6.604;7.372;4.646289283
6.604;7.383;4.625273762
6.604;7.394;4.377459023
6.604;7.399;4.394939839
6.604;7.407;4.397269732
6.604;7.412;4.394939839
6.604;7.427;3.933852065
6.604;7.432;4.412559265
6.604;7.435;4.397269732
6.604;7.444;4.394939839
6.604;7.446;4.394939839
6.604;7.461;4.377459023
6.604;7.474;4.412559265
6.604;7.478;4.412559265
6.604;7.488;4.394939839
6.604;7.492;4.392542129
6.604;7.502;4.394939839
6.604;7.508;4.410132618
6.604;7.522;4.410132618
6.604;7.528;4.392542129
6.604;7.535;4.162190614
6.604;7.553;4.394939839
6.604;7.552;4.178865353
6.604;7.559;4.412559265
6.604;7.569;4.412559265
6.604;7.576;4.377459023
6.604;7.583;4.145646916
6.604;7.591;4.394939839
6.604;7.6;4.394939839
6.604;7.612;4.377459023
6.604;7.625;4.164463495
6.604;7.634;4.377459023
